Date,SP500_Return
1965-01-01,0.1204144830871845
1965-01-01,-0.030127256811467218
1965-02-01,0.036731653506734796
1965-03-01,0.030317002881844246
1965-04-01,0.04272716802948273
1965-05-01,0.044333295441627785
1965-06-01,-0.018257168458781337
1965-07-01,0.02935877234242712
1965-08-01,0.049738900011777165
1965-09-01,0.06416926812348245
1965-11-01,0.06119937346162474
1965-12-01,0.024959305480195315
1966-01-01,-0.12772996838547923
1966-01-01,0.24542979385453112
1966-02-01,0.022824689241320195
1966-03-01,-0.01111230985003775
1966-04-01,0.062068744374437435
1966-05-01,-0.02190687772925759
1966-06-01,0.024314358147038417
1966-07-01,0.030560074366720924
1966-08-01,-0.027027027027026973
1966-09-01,0.000619962802231866
1966-11-01,0.07783922375016061
1966-12-01,0.03963452278059032
1967-01-01,0.07377351530800436
1967-01-01,0.16731793960923613
1967-02-01,-0.05655446372569517
1967-03-01,0.0567765567765568
1967-04-01,0.04965332140460754
1967-05-01,0.04980211081794206
1967-06-01,0.01879252619073335
1967-07-01,0.04907218637208799
1967-08-01,0.047235028491559916
1967-09-01,0.04487247327759558
1967-11-01,-0.0024005844901368034
1967-12-01,0.06000431685732788
1968-01-01,0.028016789087093485
1968-01-01,0.1241932870370368
1968-02-01,-0.0973988439306358
1968-03-01,0.014214876033057822
1968-04-01,0.10712010326635979
1968-05-01,0.054109647747465184
1968-06-01,0.057423112291815626
1968-07-01,0.02789383084577124
1968-08-01,0.008241974077766834
1968-09-01,0.0633982264804811
1968-11-01,0.0706482724580455
1968-12-01,0.03956356736242883
1969-01-01,-0.013333333333333308
1969-01-01,-0.03261441176470592
1969-02-01,0.09495393634840887
1969-03-01,0.008866995073891548
1969-04-01,0.051460221550855945
1969-05-01,0.0633761105626851
1969-06-01,-0.02227533460803055
1969-07-01,-0.013045491224531136
1969-08-01,0.02759296800760236
1969-09-01,0.036950520280314425
1969-11-01,0.051387895460797806
1969-12-01,-0.020164224093129568
1970-01-01,-0.03914685544945673
1970-01-01,0.10789771245703439
1970-02-01,0.00018458642453755836
1970-03-01,0.0534648921523635
1970-04-01,0.0053393119007332235
1970-05-01,-0.07810738801628858
1970-06-01,0.035629765974231065
1970-07-01,0.04383291440666737
1970-08-01,0.0711393291072373
1970-09-01,0.10074435318275143
1970-11-01,0.058811697747638725
1970-12-01,0.10571903179876596
1971-01-01,0.07295946696279842
1971-01-01,0.07362637715263687
1971-02-01,0.030218933086648248
1971-03-01,0.05766656369065992
1971-04-01,0.06532801204819272
1971-05-01,0.016537184466019372
1971-06-01,0.012007874015748099
1971-07-01,0.023833433614119492
1971-08-01,0.013467979797979757
1971-09-01,0.053990127519539355
1971-11-01,-0.035647183098591495
1971-12-01,0.10196162966156486
1972-01-01,0.07260260159322374
1972-01-01,0.09102933204259434
1972-02-01,-0.012135036496350393
1972-03-01,0.052946768060836424
1972-04-01,0.03871866295264614
1972-05-01,0.018106617647058787
1972-06-01,0.03129062209842148
1972-07-01,0.021049351851851972
1972-08-01,0.06414804104477612
1972-09-01,0.01333333333333342
1972-11-01,0.08068254113345508
1972-12-01,0.04821894005212868
1973-01-01,0.03452485106382985
1973-01-01,-0.04470717905405419
1973-02-01,0.06888278688524596
1973-03-01,0.011996497373029769
1973-04-01,0.009667882562277574
1973-05-01,0.0009368087035357409
1973-06-01,0.007649253731343286
1973-07-01,0.04042624045801535
1973-08-01,0.011846219281663517
1973-09-01,0.04884393063583814
1973-11-01,-0.0024305871212121355
1973-12-01,-0.03764705882352948
1974-01-01,0.049905043258071435
1974-01-01,-0.24010685672666743
1974-02-01,0.3950172811059909
1974-03-01,0.07950775815944344
1974-04-01,-0.01559934318555023
1974-05-01,0.007462686567164312
1974-06-01,0.04037024645923948
1974-07-01,-0.0774028288228088
1974-08-01,0.003530450132391838
1974-09-01,-0.05681967644350905
1974-11-01,0.10594054609512615
1974-12-01,-0.014914970727627597
1975-01-01,0.37572685254212024
1975-01-01,-0.13985175567347852
1975-02-01,0.15417130650496125
1975-03-01,0.09176029962546828
1975-04-01,0.055184172833611767
1975-05-01,0.1071372757318223
1975-06-01,0.06670366259711447
1975-07-01,0.0411255411255409
1975-08-01,-0.033192777597578216
1975-09-01,0.031151557577878908
1975-11-01,0.1073579780323608
1975-12-01,0.025646719218385794
1976-01-01,0.1335211950394588
1976-01-01,0.09247026636382416
1976-02-01,0.023421687929342516
1976-03-01,0.041650099403578444
1976-04-01,0.04464223541048473
1976-05-01,0.029800490677134528
1976-06-01,0.04308300395256914
1976-07-01,0.060805500982318295
1976-08-01,0.02802303262955852
1976-09-01,0.05856727976766707
1976-11-01,-0.0030016113744075756
1976-12-01,0.07460474308300391
1977-01-01,0.03053170964660934
1977-01-01,-0.05301859344894033
1977-02-01,0.12164849583955628
1977-03-01,0.037524752475247336
1977-04-01,0.026805864811133118
1977-05-01,0.0405182231196366
1977-06-01,0.04951397326852969
1977-07-01,0.0535468828683654
1977-08-01,0.019993313373253496
1977-09-01,0.030485933503836327
1977-11-01,0.02767671204406108
1977-12-01,0.044654221467967714
1978-01-01,0.012186420805798459
1978-01-01,0.1704894182825485
1978-02-01,-0.06822395626242539
1978-03-01,0.05214654978646882
1978-04-01,0.09825118216617867
1978-05-01,0.10326102901520873
1978-06-01,0.052971974129966126
1978-07-01,0.04583934056932204
1978-08-01,0.12031412696779498
1978-09-01,0.04831568816169396
1978-11-01,-0.039813955726660355
1978-12-01,0.0683138000211172
1979-01-01,0.145111538861721
1979-01-01,0.003094066985645849
1979-02-01,0.036873633537258144
1979-03-01,0.07197393871526003
